,text,polarity
5615,"I had drunk too much, I confess, though we all had.",negative
5616,""" ... when I say “green” I’m talking plants not politics.""",positive
5617,"Buy a $100 house in Detroit, and you get a lifetime supply of sleepless nights: you'll spend the next several years waiting for burglars and arsonists, murderers and crackheads to break in the windows.",negative
5618,"Without funds to drive the efforts, or even a real plan of action, the Save Our Valley Campaign did more harm than good.",negative
5619,"A COPY OF THE LICENSE TO SOLICIT CHARITABLE CONTRIBUTIONS AS A CHARITABLE ORGANIZATION OR SPONSOR AND FINANCIAL INFORMATION MAY BE OBTAINED FROM THE DEPARTMENT OF HUMAN RESOURCES, SOLICITATION LICENSING BRANCH, BY CALLING (919) 807.2214.",positive
5620,", a partnership of Unicorp Canada Corp.",positive
5621,Shopping never ends — there’s always another inviting spot just down the street.,positive
5622,"This is an impressive number; but for each girl served, more are left unserved.",neutral
5623,This page has long embraced emissions trading as an essential tool for reducing pollution at manageable cost.,positive
5624,"On the eastern side of Victoria Park on Causeway Road is Tin Hau Temple, dedicated to Tin Hau, the Taoist Queen of Heaven and patroness of seafarers.",neutral
5625,"You can view artifacts from the Bronze Age, trace the history of the Easter Rising, or revisit Leopold Bloom’s odyssey in Ulysses.",positive
5626,"At Super Summer Safari Camp, there are daily sports, nature, and arts activities.",positive
5627,"Even if he did not respond to that part of the interview, he certainly knew about the case at that point.",neutral
5628,Models' health guidelines -- will they help?,neutral
5629,Adrienne only picked at her food.,negative
5630,Enroll on Internetor call Customer Service for details.,positive
5631,"""Don't you dare!""",negative
5632,Create own 'Thrillville' for a wild ride,positive
5633,"The complaint against Tokhtakhounov's traces his contact with figure skating to 2000, when he proposed to Gailhaguet the creation of a professional hockey team in Paris that would provide revenue for the French Skating Federation.",neutral
5634,"The latest example is Monday's re-sentencing of Saad Eddin Ibrahim, a sociologist and human rights activist, to seven years in prison for his efforts to register voters, monitor elections and report attacks on Egypt's Coptic Christians.",negative
5635,The studies,neutral
5636,"John, Good of you to comment and good to have dissent.",positive
5637,Choose from a number of hikes from easy walking to challenging.,positive
5638,"In return, Gailhaguet told the FBI on Feb. 23 as the Olympics were taking place, Tokhtakhounov asked for Gailhaguet's help in renewing his French visa, which was about to expire.",neutral
5639,"Each note is either approached or left (or both) by a fourth, and the structural motion is from F♯ to D♯.",neutral
5640,"Worse, Adrienne had made this clear to me with a single question.",negative
5641,"Days passed, weeks passed, but I couldn't tell if it had been months or years since I was rescued.",negative
5642,"On a sunny Sunday afternoon, the waiting list was an hour long.",negative
5643,"Under matted hair, his eyes had slit pupils.",negative
5644,Now I believe almost anything is possible.,positive
5645,Software giant SAP misses target,negative
5646,I nodded.,neutral
5647,"""It gets a little fake when you have billboards and a campaign,"" he said.",negative
5648,"""You might find that some time in an honest occupation would ground you somewhat, improve your disposition.""",positive
5649,"During the Civil War, Youngstown played a vital role in supplying the Union army with iron products.",positive
5650,"He wasn’t a person you’d describe with normal adjectives, you know?”",negative
5651,"I had to grin, so I did.",positive
5652,vive la OIVV OIV_Wine_Labelling_Standard_EN_2006 re at Fredric K's BTYH website there is a review discussing MacRostie pinot noir.,negative
5653,Never mind that this is all documented on Michael Moore's website about the film.,neutral
5654,"And the artist says no, only those which cause the most pain, for those would be the truest memories.",negative
5655,Putin vows to tackle illegal immigration,negative
5656,'Hey!',positive
5657,These springs fed a network of streams draining through the Las Vegas Wash to the Colorado River.,neutral
5658,De Villiers takes over Dakar lead,positive
5659,"""Of course, Señor Flynn.""",positive
5660,"It hadn't seemed relevant, somehow, given that I was still reeling over the explosion, the deaths of my crewmates, and the rescue.",negative
5661,"For women, nothing's like the smell of men's sweat",positive
5662,P.S. Please accept the enclosed 2001 calendar and gift tags as a special greeting from our animal friends and Little Shelter.,positive
5663,"Next stop: sunny Tennessee, where I get down on The Farm.",positive
5664,"So, after six years of planning, he opened the Excel Institute Automotive Program, a two-year school that gives people a chance at a new life as an auto technician or in another job related to the field.",positive
5665,"Now, anyone could afford to wear colorful clothing and the masses began to dress themselves in what once would have been inconceivable to them.",positive
5666,What?,negative
5667,"Please, hop in.",positive
5668,"Bartók’s music, although it is often difficult to call completely tonal, never entirely sheds itself of tonal elements and structure.",negative
5669,"“Liking the taste of the sweet life, eh?",positive
5670,"And me, I guess I was one more piece in their puzzle.",negative
5671,But I think it will improve northcoast revenue and dignity.,positive
5672,"If you can increase your last donation, we would appreciate that show of support for the campers and their efforts to overcome obstacles and create successful lives.",neutral
5673,"From seaside trails in Acadia National Park to Baxter Park’s vast wilderness, you’ll encounter a host of wildlife, untram­meled hiking trails rimmed with towering pine, and more than 100 crystal-clear lakes, ponds, and thunder­ing rivers.",positive
5674,For the play of light and form was key in demonstrating the true art form.,positive
5675,"However, it does show 500 for the short haul flights, but I bet those are mostly L.A. so you can fill in the real mileage to L.A. on those, it should not take long.",neutral
5676,"Holding Amy in my arms as we ducked between the crush of dancers, I started to wonder if the chances of finding this vampire were even good enough to merit this.",neutral
5677,Hong Kong is a mecca for Chinese hand-knotted wool carpets and silk rugs.,neutral
5678,Still woozy?”,negative
5679,The only way Alaskans can repeal the new law and reinstate the ban on same-day airborne land-and-shoot wolf killing is with a Citizens’ Referendum.,neutral
5680,The thing tending the cart reminded me of the caterpillar from Alice in Wonderland: it had the same opium-dream wise man quality I’d always given the caterpillar.,positive
5681,"The Dutch sent an invasion flotilla to Macau in 1622, but the defenders triumphed.",positive
5682,We will also examine to what degree a “tonal” reading of this movement is limited in its analytical potential in an attempt to pinpoint exactly where Bartók strays from common-practice compositional techniques.,neutral
5683,"Union Pacific then consolidated its operations, eliminating the Las Vegas repair facility.",negative
5684,Some retailers also have pulled Chilean seabass.,negative
5685,"But Child is not one to get maudlin about the past, though she does want to keep it alive.",positive
5686,"""We recognized that terrorism is a global threat and that the disturbing acts of terrorism and transnational crimes, which continue to threaten world peace and stability, must be tackled by the international community,"" the ministers said in a communique on Tuesday.",negative
5687,“that would make the stone rather useless.”,negative
5688,A♭ intervenes between E♭ and D♭ in measure 195—another instance of the whole-tone being “filled in” by a fourth.,neutral
5689,"“A couple weeks, I guess. Maybe a month or two.”",neutral
5690,"But in some areas, the seabass are being overfished.",negative
5691,Why is someone so young not having fun with friends on a Friday night.,negative
5692,"Your stories strike a chord with the deepest, most ancient stories of mankind, the tales basic to humanity.",positive
5693,REFERENCES,neutral
5694,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,negative
5695,"Tiffany, she looked at the captain, grinned and flipped her greasy brown locks over her shoulder.",positive
5696,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",positive
5697,JohnLopresti said... Thought I would post a link with a cute title related to the post.,positive
5698,"If IBM has miscalculated the demand, it will suffer badly as both the high operating costs and depreciation on the huge capital investment for the East Fishkill factory drag down earnings.",negative
5699,"Harry Denton, San Francisco nightclub owner: ""My favorite thing about her is her straightforward honesty and that her favorite food is butter.",positive
5700,Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an Anne Rice novel?”,negative
5701,"""salt marsh haying""",negative
5702,"“Isis, what happened?",negative
5703,Flu Vaccine Appears Safe for Young Children,positive
5704,It’s so attractive and so easy to reach that it’s packed with sunbathers all summer long.,positive
5705,Depp to star in spy poisoning film,neutral
5706,Transportation for youth and seniors,neutral
5707,You know they could. It would be even better for the system.,neutral
5708,"Yes, said Richard Brilla, director of the new facility, ""but the donuts are a lot more costly here.""",negative
5709,"David's a dedicated and inspired agrarian, whose passion for farming keeps him optimistic.",positive
5710,Each had skills the other admired.,positive
5711,"But there are bright spots, and behind every one of them is a person, or a bunch of people, who refuse to give up.",positive
5712,"I noticed that there were some people on the street, people the same color as the soiled buildings.",negative
5713,"From his pocket he pulled a small screwdriver, perfect for prying plugs from boy's heads.",positive
5714,Call me Emil.,positive
5715,"When he hesitated, I said, ""Last night was my fault.",negative
5716,"Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future.",positive
5717,Action intensity boosts vision,neutral
5718,Dublin is a young city.,negative
5719,"Immediately after the workers left the building, US steel representatives told the local union leaders that they had changed their minds and were no longer interested in allowing the workers to purchase the mill.",negative
5720,·Conserve America’s remaining grassland habitat.,neutral
5721,"In New York, the Office of the Attorney General, Department of Law, Charities Bureau, 120 Broadway, New York, NY 10271.",positive
5722,AT&Ts surcharge is up tp $30 per call.,negative
5723,This question of identity as defined by language manifests differently in Guatemala and Colombia.,neutral
5724,"Sincerely,",positive
5725,"I could see that you needed the private sector involved.""",neutral
5726,"“Half a pint, then – and his hair.”",negative
5727,Ranger Rick is just one of our many wildlife publications.,positive
5728,"Then in the case of TGI Friday's or other brands that offer free product or discount coupons, you are essentially buying them again.",negative
5729,Who is going to compensate me for this?,negative
5730,"""Making sure that practicing psychologists are giving patients interventions based on the best available psychological science should be the APA's priority,""",positive
5731,"The command of a language, while not affording guaranteed access to the community which speaks it, is often the key to gaining entry.",positive
5732,"The federal complaint offers many details of the alleged conspiracy, including excerpts from a transcript of the Italian wiretaps.",negative
5733,The reduced dividend is payable Jan. 2 to stock of record Dec. 15.,negative
5734,"“You were here before I was,”",neutral
5735,"We dredged up half-fledged theories and inchoate explanations, tossing these out the same way we pitched ideas about the art films.",negative
5736,He is the pride and joy of this loving family!,positive
5737,I don't mean to sound cynical.,negative
5738,He thought about gathering stickers himself.,neutral
5739,"""anticipates the long-term savings resulting from the plan's implementation will more than offset short-term costs.""",positive
5740,Twenty years out of high school?,negative
5741,"The ability to target your demo is really terrific, but you're in danger of creating a relationship with fans that ultimately is built on a ""what have you done for me lately"" foundation.",negative
5742,"Chefs not counting calories, study finds",neutral
5743,"I chose one abandoned property a few minutes from downtown, and two vacant lots.",positive
5744,There's a long history of Polynesian gesture and dance language.,positive
5745,Compassion training and prayer flags,negative
5746,"In the paper, ""self-control"" is used to mean a sense of willpower.",neutral
5747,"Never mind that in a regime that is controlled by warlords, it does not matter who is authorized to distribute the aid -- the ruling regional warlords will seize control of it and use it to their own advantage.",neutral
5748,“how about a pint of his blood?”,negative
5749,Findings: Can humanity survive? Want to bet on it?,neutral
5750,Warner will not run in '08,negative
5751,"They'd scouted twenty-seven gates so far, and none had turned up anything worth the Insurrection's time.",negative
5752,"Dobbens, James B. Telephone interview. 6 June 2002. Emond, Charles. Mountain Pride Media. June 1999. <http://www.mountainpridemedia.org>.",neutral
5753,"And proof that Bush has failed may come at any moment, explosively, with one big successful attack here in the USA.",negative
5754,That made me a little sad.,negative
5755,"There used to be a local tradition in this area: at each spring tide , the local community would head out to the bogs and marshes to harvest the grasses.",positive
5756,"One year after the auction, the population of Las Vegas had ballooned to 1500 residents, a portent of things to come for the next ninety years.",positive
5757,"The behaviors of the sterile workers may be divided into several subcategories: brood care, nest maintenance, patrolling and foraging.",neutral
5758,This intersection of language and indigenous identity poses challenges which have yet to be fully addressed.,negative
5759,"It pulled back around his fingertips, which bore things that might have been nails or claws.",negative
5760,University offers support to New Orleans school,positive
5761,NEUTRALIZING TERRORISM,negative
5762,Marathon winner released from hospital,positive
5763,"During this period, the indigenous people lived in caves, hunting the mammals that gathered at the shoreline.",neutral
5764,The final common subroutine will be one for the identification of other ants.,positive
5765,"Phoenix Park in the northwest is the largest open space, but squares like St. Stephen’s Green are the garden oases of the city.",positive
5766,"From beginners to experts, they are into hiking, camping, and backpacking.. .cross-country skiing and snowshoeing... rock climbing and mountaineering.. .canoeing, kayaking and bicycling.. .nature photography and birdwatching. . .and relaxing alongside nature.",positive
5767,Since the tram’s inauguration in 1888 it has stopped only for typhoons and World War II.,neutral
5768,'m not a cop,negative
5769,"This ""monetized"" the coin, making it legal tender.",positive
5770,Filipino woman kidnapped in Nigeria,negative
5771,Here are four packages with our most popular titles for you at incredibly low prices.,positive
5772,"He didn't share how he knew exactly where the wrecks were, or why he saved some people but not others.",negative
5773,"My heart convulsed, and I left this manuscript for a three-day spree.",neutral
5774,"He said that Tokhtakhounov ""reached out to a co-conspirator, somebody connected to the Russian Skating Federation, who did the legwork for him.""",negative
5775,Please help save Alaska’s wolves by doing these two things:,positive
5776,Toshiba Portege R400,positive
5777,"Born in Tashkent, Uzbekistan, and now a Russian citizen, he is known as Taivanchik, or Little Taiwanese, for his Central Asian ethnic background.",neutral
5778,Italy's dispute with US over Iraq shooting,negative
5779,"We just stood looking at each other for a little while, I don't know how long.",neutral
5780,No time for answers.,negative
5781,He had made his name with a home capturador.,neutral
5782,"I know this is over kill, but you need to get out of the funk you are in and grade the papers and finish the course so you can get some down time and catch up on your sleep.",negative
5783,I still don't know whose interests are being served by this useless piece of crap legislation.,negative
5784,FREE service calls.,positive
5785,"Asia near pact on energy, security",positive
5786,The Coalition drafter letters to the Lykes Company asking if a group of workers might purchase the mill and run it collectively.,positive
5787,"As capital of Europe’s most explosive economy, Dublin seems to be changing before your very eyes.",positive
5788,The only thing that Moore compressed is the timeframe.,neutral
5789,"However, you are not likely to find bargains, and you should be aware that unless you are an expert, you can end up with a fake.",negative
5790,"The room held a bed, a bookcase, and a desk with one chair.",negative
5791,"“Impossible,” said Zheng, sitting in the chair to her left.",neutral
5792,"For women, aspirin a day could keep stroke away",positive
5793,Table of sensors and their relations to the ant.,neutral
5794,Mardi Gras rebound in the offing for New Orleans?,neutral
5795,The truck maker said the significant drop in net income will result in lower earnings for the fiscal year.,negative
5796,"“Isn’t it an amazing night, Rache?",positive
5797,But how did you come to get those fans?,positive
5798,Your gift reinforces our emphasis on these ideals that have distinguished the Graduate School of Arts and Science as a preeminent center for advanced learning since 1886.,positive
5799,"The next time the captain stopped by our group, Tiffany tagging along (pretending that she, too, was a social butterfly who could mingle equally well with everyone), we were ready.",neutral
5800,"The Dayton Democrat, who has traveled to other crisis points including Sierra Leone and North Korea, will spend three days visiting hospitals and other facilities to seek understanding why aid has been ineffective in stemming malnourishment and other medical problems.",negative
5801,"Opening the process to other designers, both here and internationally, will help separate this urban plan from the ordinary.",neutral
5802,"Walk west along Hollywood Road until you come to Man Mo Temple, the island’s oldest house of worship (though the date of its founding is subject to dispute).",neutral
5803,"First the holocaust survivor who said she was literally raised by wolves turns out to be just a regular, if depressed, person.",negative
5804,"""Only because you are.""",neutral
5805,France ends toxic alert at Canadian embassy in Paris,negative
5806,"“He wasn’t the only one with a secret or two,” he said by way of explanation.",negative
5807,"The buyer will receive a certificate of transfer stating just that, but only after paying the auction price and a fee of $20 for the face value of the coin.",positive
5808,The northernmost point in Macau is the frontier between two contrasting worlds.,neutral
5809,"To begin with, the opening motive in the celli and basses, shown in Example 3, outlines a pentatonic set and strongly presents C♯ as the tonal center.",neutral
5810,You will fuck it up .,negative
5811,"Critics have stated that this scene was ""staged"", but in the bank interview, the official tells Moore that the bank has its own vault storing about 500 weapons at any given time.",neutral
5812,"If not, you’ll have to bring me something to work with.”",negative
5813,Thank you for considering this opportunity to make this a memorable holiday season for a family in need.,positive
5814,"“Honey,”",positive
5815,"Chief among these is Detroit, Motor City.",positive
5816,"This person, like me, is not a member of traditional society.",neutral
5817,Manning inspires Giants to victory in Dallas,positive
5818,"""because it is one of a kind, it is beautiful and it has a great story.""",positive
5819,PS3 pricey but impressive,positive
5820,"Or, if you're a gym buff, trade a workout for a bike ride.",positive
5821,A Mix of Oil and Environmentalism,neutral
5822,"Among the ponds is one inhabited by turtles: Visitors toss in coins in the hope of bouncing one off a turtle’s head, a sure way of achieving good fortune.",positive
5823,"But really, Nathan, your queer habits of conversation have reached a new level.""",negative
5824,"City folk marvel at the quaint charms of the Cape, its idyllic beauty and simple pleasures.",positive
5825,"Given the urgency of the situation in Alaska, Defenders needs your immediate assistance to help save Alaska’s wolves from same-day airborne land-and-shoot slaughter.",negative
5826,Militants attack U.S. base in Iraq,negative
5827,"Today, over 130 years later, the scope of the problem is greater than ever.",negative
5828,Vandy has big plans,positive
5829,"Moore is a professional filmmaker -- he concentrates on maximum impact of each of the statements he cites, and to accomplish that effect, uses subtle interludes instead of long-winded introductions.",neutral
5830,"P.S.: Defenders needs your help to raise $100,000 in emergency funds to help ensure that the coalition’s Emergency Effort to Save Alaska’s Wolves succeeds.",neutral
5831,"June 6, 2000",neutral
5832,Gratitude of a Free nation?,negative
5833,The best indicator I can give you of the positive effect our year-round contact has is the growth in and deeds of the Youth Leadership teens.,positive
5834,What a Summer!,positive
5835,More on that in future posts.,neutral
5836,Stay overnight in your cozy bunk surrounded by wilderness.,positive
5837,"Adjacent, just west of the convention center, is another modern highlight, the Academy for the Performing Arts on Gloucester Road.",positive
5838,"I don't know about Pirate Zombies v. Ninja Vampires, but there is a game where you can play to become Zombies, Ninjas, Pirates, and Mad Scientists.",positive
5839,"That may well be the best-known kitchen in America, since it became the site of the ""French Chef"" television programs, which started airing in 1962.",neutral
5840,"Seduced by Snacks? No, Not You",neutral
5841,"Harbour City, just west of the Star Ferry Terminal in Tsim Sha Tsui is one of the largest; Pacific Place, 88 Queensway, is Central’s biggest mall, with retail outlets and department stores; Times Square is a collection of retail outlets in Causeway Bay.",positive
5842,Bread-Heavy Diet Linked to Kidney Cancer,negative
5843,APPALACHIAN MOUNTAIN CLUB members take recreation time seriously and know the importance of good trail information.,positive
5844,Gunman 'fine' before shooting,neutral
5845,The Campaign failed to save any jobs and Youngstown was plunged into economic chaos.,negative
5846,Resolution approved for international games,positive
5847,"When young people don't have that support, they need other resources for encouragement to guide them along the way.",positive
5848,The midden work behavior will be Antie’s default initial behavior.,positive
5849,"For the first time he looked cold and stiff in his tourist gear, making me glad I was in a suit.",positive
5850,"Iraqi death toll exceeded 34,000 in 2006, United Nations says",negative
5851,"It was the first time that the Senate Ethics Committee had voted to take action against a senator since 1995, when it recommended that Bob Packwood, an Oregon Republican, be expelled on the ground of sexual and official misconduct.",negative
5852,Please join us in enjoying and protecting our special corner of planet Earth today.,positive
5853,I only wanted to despise the man who had slept with my lover.,negative
5854,"""I --""",neutral
5855,"Chek Lap Kok airport sits on reclaimed land just off Lantau; plans to build a bridge may change Lantau, but at present it is sparsely populated and makes a perfect getaway.",positive
5856,"The rich sculptural effects on the façade mix Eastern and Western symbols: familiar saints, Chinese dragons, and a Portuguese caravel.",positive
5857,"Data from 130 new participants revealed that, as hypothesized, if the motivation & goals questionnaire were assessed first, then among the people who believed self-control is malleable, those who also believed self-control to be unlimited (vs.",neutral
5858,Did this really happen to American patriots?,negative
5859,"Do come in.""",positive
5860,Ralston said its Eveready battery unit was hurt by continuing economic problems in South America.,negative
5861,"""the democrats have the unmidas touch""",negative
5862,"Kate 25. Nov, 2009 at 3:37 pm",neutral
5863,"The vault rose into obscurity above me, and a massive rose window stood ahead of me.",neutral
5864,I'm just wondering what they'll think when they open that vault in Kentucky.,positive
5865,"155-233), and as we will see, it occurs in other places, though not relevant enough to the background structure to be represented in Example 2.",neutral
5866,"After three interviews, Michael proved that he was the right person for the job.",positive
5867,"Allan crouched over his desk once more, pen in hand and mind blank.",negative
5868,"If you have any questions, please feel free to call Myrna Weinberger at 251-9467, ext. 256.",positive
5869,It didn’t take long for the city to establish itself as a wild-West town with an “anything goes” attitude.,negative
5870,"""that such items were of little value or were not gifts to you under the circumstances""",negative
5871,"What’s your problem, kid?”",negative
5872,"Its arms were thin and long enough to reach any herbs from its cushion in the center of the cart, and with its long, many-shouldered pole of a torso, it rose over our heads even while seated.",neutral
5873,"A moment later, he opened them again and stepped aside to let us in.",positive
5874,Arthur raised a critical brow.,negative
5875,"Ochoa took Fabregas' spot in the roster, but the Angels will have to clear another spot today to make room for Bengie.",positive
5876,"Letters and petitions were all very well, but they did little to improve the situation.",negative
5877,"The perfect fourth in fact generates much of the motivic and harmonic material of the entire movement, and its importance is immediately evident in the Introduction with the opening bass motive.",positive
5878,"At the same time it gives McCall a chance to intertwine his boot-straps story with the broader issue of children and education, a priority of many Democratic voters.",negative
5879,Now you're changing the world.),positive
5880,"Ralston shares closed yesterday at $80.50, off $1, in New York Stock Exchange composite trading.",positive
5881,"Tools are available, and volunteers will help with advice and knowledge.",positive
5882,She took us downstairs to a small room behind a red silk draping.,neutral
5883,"As evidence of how thoroughly corrupt the region is, I present a picture (courtesy of her) of the cabin she'll be staying in free of charge until July: That's the view she'll be writing her dissertation to the next two months.",negative
5884,"In a ceremony after the sale, Fore of the mint declared the coin the only 1933 double eagle ever to be legally issued by the U.S. government.",neutral
5885,"""All of it outrageous praise?""",positive
5886,"It is no surprise, however, that US (and European) media do not question their own propaganda of fear.",negative
5887,"They invited local people and politicians to witness the scene, then charged the Headquarters and took it over.",positive
5888,oh.,neutral
5889,"Dvorov glanced over his shoulder, a little nervous.",negative
5890,"Many people send gifts of $35, $50, or even $100 or more — whatever you are able to give to help maintain this vital service.",positive
5891,all for the sake of protecting wholesaler profits by giving them unprecedented control and influence over the entire American alcohol industry.,negative
5892,"It is brilliantly, if unethically, done.""",negative
5893,"Sincerely,",neutral
5894,“friend”,positive
5895,"Allow to dry overnight, or until they're solid enough for the next step.",positive
5896,"Old technology was not replaced, obsolete methods were not updated, and almost none of the industry’s profits were being utilized to help modernize.",negative
5897,US Troops Killed In October In Iraq,negative
5898,There are also ferries to Discovery Bay.,positive
5899,The integers nestpatrol_age and trailpatrol_age will represent the ages at which it is appropriate to switch to these tasks.,negative
5900,The heavy curtains had been drawn across its windows.,neutral
5901,"At Libby trial, Russert of NBC gives and gets",positive
5902,"For every dollar donated to Goodwill in 1998, we helped our ""graduates"" earn an estimated $102.",positive
5903,This is torture.,negative
5904,"For one thing, people are nicer to you.",positive
5905,"And the old Dublin is with us, too — the irreverent city of wit and charm and that peculiar magic possessed by Ireland and the Irish.",positive
5906,This post is the first of a three-part series on bike culture.,neutral
5907,Best of the Chicago Auto Show,positive
5908,"Do you personally despise the works the Enlightenment or the progress made since Shakespeare??""",negative
5909,"The third section of the development takes the trombone motive from the transition between the first and second sections of the exposition shown in Example 12, transposed to begin on F, and turns it into a fugato sequence, reproduced in Example 17.",neutral
5910,"*Or even Friend Salmon, who still haunts my dreams and tells me not to let us blow each other's asses off the earth until we clean up the mess we have made.",negative
5911,"If I am capable of love, I loved Tasha Cortez.",positive
5912,"The APA has scheduled 30 minutes at its meeting in August for an RxP debate, but its leadership believes it already has an accurate sense of support for its RxP policy.",neutral
5913,"It added: ""In Cuba, public enemy No. 1 of press freedoms in the hemisphere, repression of journalists both Cuban and foreign is worse than ever.""",negative
5914,"The Introduction does not relate thematically to any of the main sections of the movement—in fact, it is the third movement that draws its thematic material from this section—but the harmonic and motivic principles at play here foreshadow some important elements of the entire piece.",neutral
5915,"She returned to her watch, regarding her own reflection in the long window.",neutral
5916,"Pay a visit to the Casa Museu da Taipa, and you’ll be able to get a glimpse of how Macanese families lived in former days.",positive
5917,"My sense is for a simpler system.""",positive
5918,“same-day airborne land-and-shoot”,neutral
5919,Michael Sims felt that way at age 39 -- the day he earned a job.,positive
5920,"Turn off Nathan and walk down Kansu Street to find the Jade Market (open 10am–3pm; see page 80), with more than 100 stalls spread out in a large tent, just before you reach the overpass.",neutral
5921,"DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.",negative
5922,"Nepthys nodded: “It’s okay, you can trust him.",positive
5923,"After all, conservation begins with saving those at-risk places -— our forests and deserts, wetlands and oceans, mangroves and coral reefs — that provide a lifeline for precious animals and plants.",positive
5924,Watches.,negative
5925,Zheng scoffed.,negative
5926,"I learned this from a skull shard rongorongo, they aren't all writing language.",neutral
5927,"Arthur paused in the door, looking up at Allan for a moment; then he turned and shut the door behind him.",negative
5928,We don't waste time as we are helping the community.,positive
5929,PSP number one Sony platform in Japan,neutral
5930,"""You're all right?""",negative
5931,"It is not explained what ""normally"" is supposed to mean, but that claim flatly contradicts the statement of the bank official in the film.",negative
5932,"Please, give generously.",negative
5933,"“always kind of fantasized about getting married [to a female],”",positive
5934,"Reluctantly, I released her hand.",negative
5935,I’d never named anyone before.,negative
5936,This is a faulty generalization.,negative
5937,Beyonce in a bikini as SI's swimsuit cover model,positive
5938,"It was a lie, but we needed information.",negative
5939,Marijuana may stave off Alzheimer's,positive
5940,The company also adopted an anti-takeover plan.,positive
5941,"Signs of even more advancement appeared halfway through the first millennium a.d. , when the Anasazi Indians inhabited the valley.",neutral
5942,"According to the LA Times, the documentary genre ""owes a huge debt to Michael Moore"" -- after Bowling's success, films like ""Spellbound"" and ""Capturing the Friedmans"" were taken seriously and shown in many more theatres than otherwise likely.",positive
5943,"They leave Pleasant Run, generally, ready and able to contribute to society.",positive
5944,"However, it reflects on a greater level both the desire of many Mayans to assimilate, as they still feel that is necessary for social mobility, and a belief among the general population that Mayans do not require a separate bill of rights as they are covered under the general rights already in the constitution (Warren 2002: 159, 172).",neutral
5945,The Decline of the Northeastern Ohio Steel Market: Why Did Attempts by Union Leaders and Concerned Citizens to Revive the Steel Industry Ultimately Fail?,negative
5946,"BACKGROUND , September 11, 2004",neutral
5947,"And all of us, we were permanent characters in each others' stories.",positive
5948,Ninja Warrior is one of the most popular shows on G4.,neutral
5949,Karnes and his staff read outgoing mail to make sure no secrets slipped out.,negative
5950,We are so grateful for your generous contribution to last year's auction.,positive
5951,Iran and Nicaraguan leaders meet,positive
5952,"The New Territories can be explored by taking the Kowloon–Canton Railway (KCR), which makes 10 stops between the station in Kowloon and Sheung Shui, the last stop before entering China.",neutral
5953,"“Here it is,”",positive
5954,"“Now that you mention it, I haven't seen Alexis in days. I assumed he was indisposed.”",negative
5955,Macau’s casinos are a source of non-stop excitement.,positive
5956,Smith baby may not be pot of gold,neutral
5957,"The word spread: ""This is it.",neutral
5958,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!",negative
5959,"Strangely enough, the study also included pairs of biological brothers that were not twins, and out of the 142 homosexual males studied, only 14, or about 9 %, had homosexual brothers, which is approximately the normal statistical incidence of homosexuality in the general population (Bailey & Pillard).",neutral
5960,"Because the midden work behavior is Antie’s initial default behavior, I will not address task switching to midden work.",negative
5961,How's your um... business?,negative
5962,"Besides having the satisfaction of knowing that you are doing your part to help save our wildlife heritage, you will also receive some outstanding benefits of membership including: A one-year subscription to our beautiful full color magazine, NATIONAL WILDLIFE.",positive
5963,"To most foreigners, this unique art form is likely to be inscrutable at first exposure, but everyone can appreciate the spectacle and the elaborate, glittering costumes.",positive
5964,Because the ASPCA -- and the thousands of animals we help every year --need all the friends we can get!,positive
5965,"Harvester ants do not exit the nest when the outside temperature is above 52 degrees Celsius (Gordon, 9), and the ability to use a temperature gradient will enable in-nest navigation.",neutral
5966,"Is this ""negotiating with terrorists"" or ""trying to appease the terrorists,"" as some Israeli/NeoCons would try to say?",negative
5967,Nepthys could hardly believe her.,negative
5968,"So her husband’s failure to follow through on his end of the bargain, completely forgetting the love he once had for her, makes readers more sympathetic to Madame White Snake’s plight.",negative
5969,"Kids today face overwhelming pressures, everything from trouble at home to gangs and drugs.",negative
5970,This is not easy.,negative
5971,“a man or woman whose feelings of sexual attraction are for someone of the same sex”,positive
5972,More than 200 films from all over the world are shown at this two-week event.,positive
5973,"Mountain glaciers melting faster, United Nations says",negative
5974,Mega-marsupials once roamed Australia,neutral
5975,"I realized that Rachel had disappeared without leaving a clue and I had no way to do anything but wait for her to show up – which, if she were in a situation where I should be doing something, would probably be never.",negative
5976,Others would argue that it is a result of a child’s upbringing.,negative
5977,"The action followed by one day an Intelogic announcement that it will retain an investment banker to explore alternatives ""to maximize shareholder value,"" including the possible sale of the company.",negative
5978,"""They're seasoned, they know how to win and we're going to have to deal with that.",positive
5979,"""food fight"" may be the wrong word.",neutral
5980,(My post on the subject here .),negative
5981,"And they didn’t listen to the recommendations of the Alaska Department of Fish and Game, which opposed this legislation!",negative
5982,"Now, this year, Roy was in the same grade as Chad, and it was embarrassing.",negative
